"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"ENSG00000279091.1",2,2,2,12,2,1,6,3,6,5,3
"ENSG00000279092.1",5,3,4,14,5,21,2,3,0,2,3
"ENSG00000279093.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279094.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279095.1",197,434,237,299,222,386,171,120,185,219,294
"ENSG00000279096.2",2,0,0,3,1,3,1,0,0,0,1
"ENSG00000279097.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279098.1",0,2,2,6,3,3,1,1,5,1,0
"ENSG00000279099.1",1,0,0,0,0,0,0,0,0,0,0
"ENSG00000279100.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279103.1",7,8,4,4,1,4,3,0,2,3,2
"ENSG00000279104.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279106.1",7,19,0,17,3,17,3,12,2,6,4
"ENSG00000279107.1",14,1,3,5,0,5,10,10,0,3,5
"ENSG00000279108.1",44,24,11,11,19,9,22,16,25,44,15
"ENSG00000279110.1",4,0,1,0,0,0,1,0,1,0,0
"ENSG00000279111.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279113.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279114.1",3,5,0,1,5,0,2,1,3,2,0
"ENSG00000279115.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279116.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279117.1",454,419,347,432,698,689,658,444,577,598,487
"ENSG00000279118.1",300,175,122,123,237,132,216,240,140,162,140
"ENSG00000279119.1",1,0,0,0,0,2,1,0,1,0,0
"ENSG00000279120.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279121.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279122.1",4,18,1,7,6,5,2,3,3,4,0
"ENSG00000279123.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279124.1",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000279125.1",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000279127.1",0,5,0,4,9,1,1,1,8,1,0
"ENSG00000279128.1",0,0,5,0,0,0,2,0,4,6,7
"ENSG00000279129.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279130.1",0,0,0,0,1,1,0,0,0,0,1
"ENSG00000279132.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279133.1",133,111,80,129,75,159,77,83,76,83,66
"ENSG00000279134.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279135.1",3,1,1,4,4,1,2,2,2,4,1
"ENSG00000279136.1",1,0,0,0,0,0,0,1,0,0,0
"ENSG00000279137.1",0,0,0,1,0,0,0,0,1,0,0
"ENSG00000279138.1",17,16,22,10,10,19,16,6,21,13,17
"ENSG00000279139.1",1,1,0,0,0,1,0,1,0,0,1
"ENSG00000279140.1",9,3,3,5,9,2,7,3,4,2,8
"ENSG00000279141.3",1,0,0,1,2,1,1,0,1,1,0
"ENSG00000279142.1",12,0,0,0,2,3,1,0,0,1,0
"ENSG00000279143.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279144.1",0,7,1,6,1,5,4,3,2,1,5
"ENSG00000279145.1",31,60,39,26,33,32,26,24,37,26,40
"ENSG00000279146.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279147.1",2,1,2,4,5,4,4,1,3,3,1
"ENSG00000279148.1",6,16,9,5,9,23,11,8,8,10,14
"ENSG00000279149.1",2,3,1,1,0,1,2,1,0,2,1
"ENSG00000279151.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279152.1",4,2,1,0,0,1,2,1,4,1,4
"ENSG00000279153.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279154.1",0,1,0,0,0,0,0,0,3,0,1
"ENSG00000279155.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279156.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279157.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279159.1",13,15,11,8,6,12,3,4,14,9,10
"ENSG00000279160.1",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000279161.1",7,7,4,5,4,3,6,4,0,5,7
"ENSG00000279162.1",9,17,2,18,13,11,10,9,3,8,8
"ENSG00000279163.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279164.1",0,11,7,2,6,20,1,3,2,0,3
"ENSG00000279165.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279166.1",83,204,62,71,33,163,73,62,53,39,52
"ENSG00000279167.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279168.2",3,0,4,1,9,4,4,0,0,3,3
"ENSG00000279169.2",0,0,1,0,0,0,0,0,0,0,0
"ENSG00000279170.1",11,2,5,6,5,9,13,4,12,11,4
"ENSG00000279171.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279172.1",1,1,0,1,1,0,0,1,0,0,0
"ENSG00000279173.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279174.1",8,4,1,1,11,1,11,25,7,3,0
"ENSG00000279175.1",59,57,52,93,32,59,55,51,21,32,51
"ENSG00000279176.1",23,25,11,23,15,18,11,22,5,4,2
"ENSG00000279177.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279179.1",6,4,3,4,4,0,4,4,3,0,1
"ENSG00000279180.1",7,0,0,5,3,1,1,4,1,2,0
"ENSG00000279181.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279182.1",4,3,0,1,0,0,0,2,0,0,1
"ENSG00000279186.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279187.1",3,2,2,1,1,1,2,1,3,0,3
"ENSG00000279189.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279190.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279191.1",24,58,16,97,24,16,32,25,11,14,12
"ENSG00000279192.1",477,149,109,97,120,162,128,65,140,272,168
"ENSG00000279193.1",0,0,1,0,0,0,0,0,0,0,0
"ENSG00000279196.1",2,2,6,8,5,8,11,10,5,6,1
"ENSG00000279197.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279198.1",44,44,97,85,38,61,70,32,55,99,75
"ENSG00000279199.1",5,3,3,4,6,4,2,4,6,7,1
"ENSG00000279200.1",8,1,1,0,2,0,1,2,0,1,0
"ENSG00000279201.1",0,0,0,0,0,1,0,0,0,0,1
"ENSG00000279202.1",5,6,0,5,1,4,2,1,0,1,1
"ENSG00000279203.1",10,20,0,9,3,14,13,7,5,4,5
"ENSG00000279204.1",47,22,35,31,48,39,83,32,28,80,44
"ENSG00000279205.1",4,4,2,2,1,4,3,2,2,8,0
"ENSG00000279206.1",0,2,0,0,1,0,0,0,0,1,0
"ENSG00000279207.1",198,212,134,95,191,198,118,75,145,123,157
"ENSG00000279208.1",3,0,1,1,0,0,0,1,0,0,1
"ENSG00000279209.1",0,0,0,0,0,1,0,0,0,0,1
"ENSG00000279211.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279212.1",0,2,2,4,2,2,0,1,0,3,2
"ENSG00000279213.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279214.1",2,0,0,0,0,0,0,0,0,1,0
"ENSG00000279217.1",0,57,0,3,25,1,0,0,60,1,3
"ENSG00000279218.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279220.1",1,24,1,0,6,0,1,0,36,5,0
"ENSG00000279221.1",1,1,0,1,0,0,0,3,0,0,1
"ENSG00000279222.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279223.1",1,0,0,1,0,0,1,0,1,0,0
"ENSG00000279225.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279226.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279227.1",11,16,7,13,18,16,7,2,17,18,12
"ENSG00000279228.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279231.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279232.2",2,8,2,4,6,10,0,4,3,5,4
"ENSG00000279233.1",17,34,13,15,19,25,6,13,20,6,9
"ENSG00000279235.1",24,19,7,21,17,25,8,12,7,15,11
"ENSG00000279236.1",14,19,6,40,6,11,12,14,7,7,6
"ENSG00000279237.1",46,48,12,57,18,37,13,27,12,10,10
"ENSG00000279239.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279240.1",0,1,0,0,0,0,0,0,0,0,0
"ENSG00000279243.1",1,1,0,5,1,2,0,2,1,1,3
"ENSG00000279245.1",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000279246.1",17,8,6,7,8,5,7,2,9,21,3
"ENSG00000279248.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279249.1",5,0,0,0,1,2,2,0,0,0,0
"ENSG00000279250.1",6,19,4,26,5,14,15,19,9,15,5
"ENSG00000279251.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279253.1",205,130,171,177,231,164,206,78,151,266,251
"ENSG00000279254.1",4,1,1,4,6,5,3,7,0,2,2
"ENSG00000279255.1",10,2,3,2,4,2,10,4,2,5,3
"ENSG00000279256.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279259.1",18,14,5,6,13,12,13,19,8,9,5
"ENSG00000279261.2",0,0,1,0,0,0,0,0,1,0,0
"ENSG00000279262.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279263.1",0,0,0,1,1,0,0,1,0,0,0
"ENSG00000279264.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279265.1",14,29,21,12,23,20,10,11,13,16,15
"ENSG00000279266.1",8,6,14,9,8,19,6,3,5,8,15
"ENSG00000279267.1",43,48,47,18,27,56,44,12,25,48,62
"ENSG00000279268.1",1,0,0,1,0,0,0,1,0,0,0
"ENSG00000279269.1",0,0,0,1,0,1,0,0,1,0,1
"ENSG00000279270.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279271.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279273.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279274.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279275.1",1,0,1,0,0,0,1,1,1,0,1
"ENSG00000279276.1",2,7,0,3,1,1,1,1,0,1,1
"ENSG00000279277.1",9,14,8,16,7,9,2,8,12,6,10
"ENSG00000279278.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000279281.1",4,13,7,16,8,4,6,8,7,11,2
"ENSG00000279283.1",26,32,17,48,31,16,55,35,14,26,13
"ENSG00000279284.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279285.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279286.2",4,12,9,18,17,8,1,3,8,7,4
"ENSG00000279288.1",1,0,1,0,0,2,0,0,1,0,2
"ENSG00000279289.1",56,56,15,60,36,26,22,24,25,25,17
"ENSG00000279294.1",19,25,7,17,6,13,9,7,6,13,8
"ENSG00000279295.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279296.1",2,2,2,4,1,6,1,9,5,3,4
"ENSG00000279297.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279298.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279299.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279300.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279301.4",0,11,0,0,2,0,0,1,2,0,0
"ENSG00000279302.3",45,15,5,19,6,6,26,9,9,40,7
"ENSG00000279303.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279304.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279305.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279306.1",2,3,0,2,3,4,0,0,2,1,1
"ENSG00000279307.2",7,20,5,11,9,14,10,6,3,3,4
"ENSG00000279310.1",0,1,0,1,0,1,1,1,2,0,2
"ENSG00000279311.1",18,35,24,27,19,19,25,28,10,26,22
"ENSG00000279312.1",19,13,11,6,11,8,9,15,22,12,6
"ENSG00000279313.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279314.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279315.1",13,8,6,17,6,6,4,7,6,10,6
"ENSG00000279317.2",2,0,0,1,0,0,0,0,2,1,1
"ENSG00000279319.1",54,17,7,19,10,10,10,17,11,11,14
"ENSG00000279320.1",18,24,19,9,10,17,6,5,10,6,12
"ENSG00000279321.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279322.1",0,1,0,0,0,0,0,0,1,2,0
"ENSG00000279324.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279325.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279326.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279328.1",13,8,0,8,9,5,7,6,5,8,6
"ENSG00000279329.1",49,52,36,18,29,35,48,33,40,54,42
"ENSG00000279330.1",22,11,7,23,10,10,11,15,6,16,9
"ENSG00000279331.1",1,2,1,1,0,1,0,0,1,1,1
"ENSG00000279332.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279333.1",12,11,7,6,3,1,4,5,10,3,2
"ENSG00000279334.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279336.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279337.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279339.1",0,2,0,0,0,0,0,1,1,0,0
"ENSG00000279340.1",2,7,1,5,3,3,2,4,3,0,3
"ENSG00000279341.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279342.2",85,92,27,53,42,47,41,43,31,23,35
"ENSG00000279343.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279344.1",9,7,2,8,5,14,6,4,6,5,3
"ENSG00000279345.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279347.1",6,5,1,2,0,2,4,2,1,2,0
"ENSG00000279348.1",168,133,106,73,100,174,106,62,95,141,140
"ENSG00000279349.1",13,13,8,6,4,16,4,4,6,3,7
"ENSG00000279352.1",0,0,0,0,0,1,0,0,1,1,0
"ENSG00000279353.1",3,1,4,33,4,23,9,1,2,13,22
"ENSG00000279354.1",3,2,4,3,1,1,2,0,0,2,0
"ENSG00000279355.1",44,23,18,58,22,30,28,29,10,24,14
"ENSG00000279356.1",16,19,24,16,13,21,12,3,4,10,6
"ENSG00000279357.1",3,6,3,2,1,0,1,3,2,3,0
"ENSG00000279358.1",0,4,1,1,3,1,2,13,2,0,0
"ENSG00000279359.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279360.1",0,0,0,0,1,0,0,0,0,0,0
"ENSG00000279361.1",8,8,7,8,5,9,8,3,2,2,6
"ENSG00000279364.1",4,0,0,2,0,1,0,1,0,0,0
"ENSG00000279365.1",3,25,1,25,13,18,2,7,4,7,3
"ENSG00000279366.1",6,8,1,7,1,9,4,4,1,2,1
"ENSG00000279367.1",3,0,0,0,0,0,1,0,0,1,1
"ENSG00000279368.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279369.1",28,52,32,26,33,50,34,25,24,27,28
"ENSG00000279370.1",0,2,1,0,2,1,0,0,0,1,0
"ENSG00000279372.1",1,1,0,2,0,0,0,1,0,0,2
"ENSG00000279373.1",2,2,0,1,0,0,2,0,0,0,2
"ENSG00000279375.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279376.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279377.1",45,16,7,25,8,28,3,6,10,2,12
"ENSG00000279378.1",1,0,1,2,1,2,2,0,0,0,0
"ENSG00000279379.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279381.1",0,0,0,0,1,0,0,0,0,0,0
"ENSG00000279382.1",0,0,0,1,1,0,0,0,0,0,0
"ENSG00000279384.1",85,56,31,74,44,59,47,27,39,35,32
"ENSG00000279386.1",6,1,0,0,0,0,0,0,1,0,0
"ENSG00000279387.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279388.1",0,1,0,0,0,0,0,0,0,0,0
"ENSG00000279390.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279391.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279392.1",13,19,11,17,20,28,17,9,13,16,14
"ENSG00000279393.1",4,279,1,4,45,2,2,0,533,1,3
"ENSG00000279394.1",3,10,4,6,5,13,4,4,2,6,1
"ENSG00000279395.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279396.1",9,11,9,13,4,15,6,3,3,6,10
"ENSG00000279397.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279398.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279399.1",2,0,0,1,0,0,0,0,0,0,0
"ENSG00000279400.1",31,36,10,26,8,24,7,3,11,10,8
"ENSG00000279401.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279403.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279404.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279405.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000279406.1",12,30,7,6,12,10,17,17,34,23,10
"ENSG00000279407.1",100,66,27,48,37,42,54,45,37,43,47
"ENSG00000279408.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279409.1",0,0,0,0,1,0,2,0,0,1,1
"ENSG00000279410.1",15,12,4,16,9,11,18,14,15,7,11
"ENSG00000279411.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279412.1",0,58,0,0,13,2,3,1,18,0,0
"ENSG00000279413.1",0,0,1,0,0,1,0,2,1,2,1
"ENSG00000279414.1",1,0,0,0,0,0,0,0,0,0,0
"ENSG00000279415.1",29,40,15,20,16,23,28,17,28,33,17
"ENSG00000279416.1",7,7,5,1,1,9,2,4,3,2,2
"ENSG00000279417.1",0,0,1,0,0,0,0,0,0,0,0
"ENSG00000279418.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279419.1",23,31,23,10,16,19,25,7,37,40,56
"ENSG00000279420.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279421.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279422.1",1,4,3,1,0,2,3,2,3,1,1
"ENSG00000279423.1",0,0,1,1,1,2,0,1,3,1,0
"ENSG00000279425.1",58,84,15,75,45,58,47,74,24,36,39
"ENSG00000279426.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279427.1",2,1,0,1,0,0,0,0,0,0,0
"ENSG00000279428.1",1,1,1,0,0,0,0,0,0,1,2
"ENSG00000279429.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279430.1",6,2,3,3,1,2,2,1,2,2,2
"ENSG00000279431.1",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000279432.1",67,117,30,92,42,81,57,53,20,33,29
"ENSG00000279433.1",8,27,6,34,5,7,10,11,6,11,13
"ENSG00000279434.1",26,20,11,29,21,21,12,11,16,10,16
"ENSG00000279437.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279438.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279439.1",3,8,0,12,1,4,2,6,3,3,1
"ENSG00000279440.1",0,0,0,2,0,1,0,1,0,1,1
"ENSG00000279441.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279442.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279443.1",4,15,7,13,13,7,8,2,4,8,5
"ENSG00000279444.1",20,6,12,19,12,6,16,8,6,5,11
"ENSG00000279445.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279446.1",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000279447.1",10,7,6,12,6,22,1,7,3,3,6
"ENSG00000279450.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279452.1",0,0,0,0,0,0,0,0,0,1,0
"ENSG00000279453.1",386,223,194,160,224,240,235,172,242,344,159
"ENSG00000279454.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279455.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279456.1",31,20,6,17,9,19,5,10,14,11,15
"ENSG00000279457.4",33,62,33,58,65,52,56,42,55,28,42
"ENSG00000279458.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279459.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279460.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279461.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279462.1",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000279463.1",1,2,0,1,1,1,0,2,0,1,0
"ENSG00000279464.1",6,15,4,7,3,6,10,5,9,5,5
"ENSG00000279465.1",0,1,0,0,0,0,0,0,0,2,1
"ENSG00000279466.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279467.1",4,0,0,0,3,0,0,0,0,0,0
"ENSG00000279469.1",2,2,0,1,0,0,4,2,0,2,3
"ENSG00000279470.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279472.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279474.1",13,10,4,9,4,8,10,9,2,2,3
"ENSG00000279475.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279476.1",54,127,49,93,38,68,44,38,22,21,42
"ENSG00000279477.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279478.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279479.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279480.1",1,0,0,0,0,0,2,0,0,0,0
"ENSG00000279481.1",17,8,6,13,4,10,5,7,1,11,6
"ENSG00000279482.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279483.2",628,313,408,442,914,1071,588,435,595,700,769
"ENSG00000279484.1",0,3,1,1,1,1,1,1,0,0,2
"ENSG00000279485.1",5,1,3,6,5,5,1,1,2,0,0
"ENSG00000279486.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279488.1",0,1,0,0,0,0,0,0,0,0,0
"ENSG00000279489.1",10,5,9,6,13,5,4,6,3,11,10
"ENSG00000279490.1",2,0,0,2,1,0,0,0,1,2,2
"ENSG00000279491.1",10,24,11,16,7,12,9,14,12,9,4
"ENSG00000279493.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279494.1",0,0,0,1,0,2,1,0,1,0,3
"ENSG00000279495.1",60,104,43,93,41,51,63,69,76,47,49
"ENSG00000279497.1",3,0,3,0,0,0,0,0,0,0,0
"ENSG00000279498.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279499.1",3,3,1,2,3,3,1,1,1,1,1
"ENSG00000279500.1",26,15,12,41,19,22,21,25,6,19,19
"ENSG00000279501.1",0,0,0,0,0,0,0,2,0,0,0
"ENSG00000279502.1",3,4,1,6,4,8,3,5,1,0,6
"ENSG00000279503.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279504.1",3,3,4,7,4,7,9,1,3,3,4
"ENSG00000279505.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279507.1",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000279509.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279511.1",0,2,0,0,1,0,0,0,3,0,0
"ENSG00000279512.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279513.1",11,9,6,6,4,12,11,8,5,6,7
"ENSG00000279514.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279516.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279518.1",16,13,7,6,6,10,5,8,5,2,1
"ENSG00000279519.1",118,81,45,38,78,118,62,53,70,93,56
"ENSG00000279520.1",24,37,13,22,17,38,19,14,21,16,20
"ENSG00000279521.1",0,2,0,0,0,0,0,0,0,0,0
"ENSG00000279522.1",27,34,30,25,40,48,30,17,40,50,40
"ENSG00000279523.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279525.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279526.1",59,14,15,16,17,11,16,19,13,15,29
"ENSG00000279527.1",6,8,2,7,5,8,6,2,1,0,3
"ENSG00000279528.1",75,50,48,34,53,72,50,35,67,89,87
"ENSG00000279529.1",34,35,26,30,32,28,34,28,23,36,30
"ENSG00000279530.2",0,0,0,1,0,0,0,0,1,0,0
"ENSG00000279531.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279532.1",0,0,0,0,0,0,0,0,0,1,0
"ENSG00000279534.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279535.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279536.1",0,2,1,0,0,0,1,3,2,0,2
"ENSG00000279537.1",0,2,0,0,0,0,0,0,0,0,0
"ENSG00000279539.1",1,5,7,5,10,9,4,2,4,5,1
"ENSG00000279541.1",0,0,0,0,0,3,1,1,1,0,0
"ENSG00000279542.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279543.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279544.1",26,47,10,52,14,19,20,21,7,15,13
"ENSG00000279548.1",0,0,0,0,0,0,0,0,0,1,0
"ENSG00000279549.1",19,25,8,26,13,9,8,14,7,7,12
"ENSG00000279550.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279551.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279554.1",0,4,1,3,0,4,0,2,0,0,3
"ENSG00000279555.1",26,22,4,14,10,11,10,8,9,8,12
"ENSG00000279557.1",0,4,0,4,2,7,4,1,0,2,5
"ENSG00000279558.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279559.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279561.2",15,7,5,7,2,3,2,3,6,1,9
"ENSG00000279562.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279565.1",0,1,0,0,0,1,1,0,1,0,1
"ENSG00000279567.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279568.1",0,7,1,7,2,3,0,2,1,0,2
"ENSG00000279569.1",39,71,126,58,43,37,50,37,65,87,81
"ENSG00000279570.1",18,20,8,20,8,14,14,16,8,2,7
"ENSG00000279571.3",3,1,4,3,1,1,9,6,1,3,1
"ENSG00000279572.1",0,0,0,0,0,0,0,2,0,1,0
"ENSG00000279573.1",17,9,5,13,12,6,8,8,8,3,7
"ENSG00000279575.1",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000279578.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279579.3",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000279581.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279583.1",15,10,2,13,5,9,10,2,4,13,8
"ENSG00000279584.1",0,1,2,1,0,1,0,0,3,1,0
"ENSG00000279585.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279586.1",2,1,0,2,1,0,1,1,1,1,0
"ENSG00000279587.1",7,0,1,1,4,0,0,0,2,6,3
"ENSG00000279588.2",0,1,0,0,0,0,0,0,0,0,0
"ENSG00000279589.1",5,8,2,17,5,9,4,14,1,4,5
"ENSG00000279590.1",0,0,0,0,0,0,1,0,2,0,0
"ENSG00000279591.1",17,18,10,22,11,12,12,12,6,8,8
"ENSG00000279592.1",4,0,3,7,2,2,2,4,2,7,1
"ENSG00000279593.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279594.1",11,17,1,8,7,8,6,7,9,4,9
"ENSG00000279595.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279597.1",0,0,0,0,1,0,0,0,1,1,0
"ENSG00000279598.1",62,58,24,73,32,49,32,32,17,16,31
